Date,Media Sources,Neutral,Positive,Text,Tweet Polarity,Tweets Order
12/14/2019,BBC News (UK),1.0,0.0,vladimir putin 20 years 20 photos https tco hvq2d8pnyr,0.0,17
12/14/2019,BBC News (UK),0.654,0.0,myanmar rohingya aung san suu kyi cuts haunted figure couhttps tco jiytctoay,-0.6486,16
12/14/2019,BBC News (UK),1.0,0.0,three key economic questions boris johnson https tco q4jwgafubi,0.0,15
12/14/2019,BBC News (UK),0.533,0.0,man 75 arrested partners death wigan hospital https tco zwgc8cymbe,-0.7906,14
12/14/2019,BBC News (UK),0.65,0.0,uk tourist shot dead robbery argentina https tco ibzrrsupem,-0.6486,13
12/14/2019,BBC News (UK),0.65,0.0,ale rodda boy found dead village named https tco khfbs6mgm3,-0.6486,12
12/14/2019,BBC News (UK),0.798,0.0,bbcpolitics theres long history maybe 40 years neglectjohn mcdonnell says wasnt breit caused loss,-0.6486,11
12/14/2019,BBC News (UK),1.0,0.0,bbcpolitics servants nowuk pm boris johnson says conservatives must serve people country visit,0.0,10
12/14/2019,BBC News (UK),0.901,0.0,bbcworld skiing santas twoheaded snake baby pandas stories may missed weekhttps tco jdhv,-0.296,9
12/14/2019,BBC News (UK),1.0,0.0,john lennons sunglasses left back ringo starrs mercedes summer 1968 https tco f4uhg6syaa,0.0,8
12/14/2019,BBC News (UK),1.0,0.0,longleat safari park chipmunks sent hundreds socks https tco aqtct7mkdc,0.0,7
12/14/2019,BBC News (UK),1.0,0.0,bbcworld un climate talks hit rough waters https tco ogmkz1nyqe,0.0,6
12/14/2019,BBC News (UK),0.508,0.0,wigan stabbing two women injured attack https tco 4lhmk62eru,-0.7003,5
12/14/2019,BBC News (UK),0.887,0.0,bbcpolitics general election 2019 labour facing long haul warns mcdonnell https tco u5lornhdby,-0.1027,4
12/14/2019,BBC News (UK),0.796,0.0,young son lost fisherman raises 2 500 rnli https tco 5gywegmaz5,-0.3182,3
12/14/2019,BBC News (UK),1.0,0.0,#ge2019 sturgeon gathers snp mps victory https tco feuk0qimhz,0.0,2
12/14/2019,BBC News (UK),0.652,0.348,switching broadband provider could save 120 https tco j8kujo0ee,0.4939,1
12/14/2019,BBC News (UK),0.753,0.247,bbcpolitics want people north east know repay trustuk pm boris johnson promises get breit done,0.7351,0
12/14/2019,BBC News (UK),0.786,0.0,bbcpolitics election 2019 labour meets consider future defeat https tco tza475nbr3,-0.4588,-1
12/14/2019,BBC News (UK),1.0,0.0,bbcpolitics ive done bit need move onlabours john mcdonnell confirms wont panet shadow cabinet foll,0.0,-2
12/14/2019,BBC News (UK),0.709,0.189,bbcpolitics feel like politics abandoned felt absolute sheer relief young people think election h,0.3818,-3
12/14/2019,BBC News (UK),1.0,0.0,bbcspoalmost time #spoty sundayheres everything need know 2019 event https tco 0iokfz0tz bbcsp,0.0,-4
12/14/2019,BBC News (UK),0.807,0.193,bbcwalesnews little jacobs new prosthetic means hug brother https tco d2182a9cp9 https tco zyokm0hkl,0.4767,-5
12/14/2019,BBC News (UK),0.922,0.0,miss election results night catch happened across uk interactive map https tco 8skaotuwn,-0.1531,-6
12/14/2019,BBC News (UK),0.896,0.0,bbcworld krystal eve browitt first victim new zealand volcano eruption named police https tco r2flmuq0my,-0.2732,-7
12/14/2019,BBC News (UK),0.89,0.0,bbcpolitics key moments #ge2019 conservatives sweeping aside labour heartlands lib dem leader jo swinson losing h,-0.3818,-8
12/14/2019,BBC News (UK),0.777,0.0,bbcspolets get lets make history anthony joshua says fight tyson fury deontay wilder happen net,-0.743,-9
12/14/2019,BBC News (UK),0.891,0.109,interested know whats changed election look analysis put postcode look hi https tco ricabn3qs,0.4019,-10
12/14/2019,BBC News (UK),1.0,0.0,250kg leatherback turtle found near esse river https tco ebtlb3dhtc,0.0,-11
12/14/2019,BBC News (UK),0.442,0.558,bless merry christmas https tco wfd1hmbn4u,0.743,-12
12/14/2019,BBC News (UK),0.862,0.0,bbcpolitics general election 2019 animated tour 10 stops https tco tci8dtnkv,-0.1531,-13
12/14/2019,BBC News (UK),0.833,0.167,bbcpolitics prime minister taoiseach aim restore ni eecutive https tco b1rompcup,0.296,-14
12/14/2019,BBC News (UK),1.0,0.0,emmerdale actress sheila mercier dies aged 100 https tco 4nqva1gvuq,0.0,-15
12/14/2019,BBC News (UK),0.525,0.383,bbcworld wear success like tshilike tuedobollywood star shah rukh khan talks success failures two l,0.8555,-16
12/14/2019,BBC News (UK),1.0,0.0,bbcpolitics young people think election heres 100 voice notes #ge2019 #thenetepisode teamfilm https,0.0,-17
12/14/2019,BBC News (UK),0.577,0.218,bbcspothreetime champion michael van gerwen suffered scare opening night pdc world championship ally pallyhe,0.1027,-18
12/14/2019,BBC News (UK),1.0,0.0,whos going take home strictly trophy tap epand https tco bcszlyvlcc https tco bmfua8ywf,0.0,-19
12/14/2019,BBC News (UK),0.844,0.156,bbcpolitics general election 2019 pm visit north labour heartland gains https tco cbn0ikrbtl,0.34,-20
12/14/2019,BBC News (UK),0.874,0.0,finnish minister sorry instagram poll women https tco ucevh3oj1,-0.0772,-21
12/14/2019,BBC News (UK),0.709,0.291,durham north west nohope seat tories https tco j7pkzyhmdh,0.5719,-22
12/14/2019,BBC News (UK),1.0,0.0,n korea conducts crucial test state media https tco 2qrvbiqjdu,0.0,-23
12/14/2019,BBC News (UK),1.0,0.0,australia heatwave net week could see hottest day record https tco 21fttwka,0.0,-24
12/14/2019,BBC News (UK),0.821,0.179,general election 2019 pm visit north labour heartland gains https tco qgehzqlyk,0.34,-25
12/14/2019,BBC News (UK),1.0,0.0,check train time new timetables begin https tco dofopwcp0,0.0,-26
12/14/2019,BBC News (UK),0.769,0.0,quadriga lawyers users bankrupt crypto firm seek ehumation founder https tco dvlsirmd3k,-0.5574,-27
12/14/2019,BBC News (UK),1.0,0.0,new zealand volcano search resumes two remaining bodies https tco ic4ugqjscm,0.0,-28
12/14/2019,BBC News (UK),1.0,0.0,week pictures 7 13 december 2019 https tco 4m38pekg88,0.0,-29
12/14/2019,BBC News (UK),0.889,0.0,general election 2019 viral videos nhs dominate digital campaign https tco b7nlfjelio,-0.128,-30
12/14/2019,BBC News (UK),1.0,0.0,general election 2019 undecideds cast vote https tco ut6ojgwfrl,0.0,-31
12/14/2019,BBC News (UK),1.0,0.0,election results 2019 opinion poll accuracy holds https tco r5ksriirbj,0.0,-32
12/14/2019,BBC News (UK),1.0,0.0,election results 2019 five big things boris johnsons todo list https tco nt9eermbwo,0.0,-33
12/14/2019,BBC News (UK),1.0,0.0,general election 2019 labours net leader https tco gzaz13oy,0.0,-34
12/13/2019,BBC News (UK),1.0,0.0,newspaper headlines boris johnsons christmas message healing https tco 14tfsuioir,0.0,-35
12/13/2019,BBC News (UK),1.0,0.0,saturdays epress boris im dreaming reunited kingdom via hendopolis #tomorrowspaperstoday #bbcpapers https tco p2ujdst7na,0.0,-36
12/13/2019,BBC News (UK),0.804,0.0,saturdays guardian net stop breit via hendopolis #tomorrowspaperstoday #bbcpapers https tco j6q2auav5y,-0.296,-37
12/13/2019,BBC News (UK),0.678,0.322,conservatives win means money https tco bzhdrju9im,0.5859,-38
12/13/2019,BBC News (UK),0.613,0.387,saturdays telegraph tidings comfojoy via hendopolis #tomorrowspaperstoday #bbcpapers https tco 5hcgirguz,0.743,-39
12/13/2019,BBC News (UK),0.76,0.0,saturdays independent digital corbyn refuses take rap labour disaster via hendopolis https tco gvqjusmfq,-0.6249,-40
12/13/2019,BBC News (UK),1.0,0.0,saturdays mirror time stavia hendopolis #tomorrowspaperstoday #bbcpapers https tco brsmzk5jkp,0.0,-41
12/13/2019,BBC News (UK),0.59,0.118,bbcpolitics disappointing night mps defected conservatives labour fail win seats #ge2019 tap,-0.6808,-42
12/13/2019,BBC News (UK),1.0,0.0,saturdays mail via hendopolis #tomorrowspaperstoday #bbcpapers https tco a4kytgaciz,0.0,-43
12/13/2019,BBC News (UK),1.0,0.0,saturdays times let healing begin via hendopolis #tomorrowspaperstoday #bbcpapers https tco 6dhjygbhn3,0.0,-44
12/13/2019,BBC News (UK),0.649,0.182,weekend battle united kingdom begins via hendopolis #tomorrowspaperstoday #bbcpapers https tco ye9pgiubyd,0.0516,-45
12/13/2019,BBC News (UK),1.0,0.0,ft weekend stonking mandate via hendopolis #tomorrowspaperstoday #bbcpapers https tco odjotf6sbs,0.0,-46
12/13/2019,BBC News (UK),1.0,0.0,general election 2019 leighs voters fantastic seismic shift https tco 5b2ulddd2z,0.0,-47
12/13/2019,BBC News (UK),0.895,0.105,bbcpm could stay conservative party led boris johnsonim afraid assessment character simply hes someon,0.4019,-48
12/13/2019,BBC News (UK),0.851,0.0,bbcpm dont recall getting reaction doorstep policies terribleit rejection jeremy corbyn,-0.5423,-49
12/13/2019,BBC News (UK),1.0,0.0,#ge2019 labour need new direction corbyn https tco wcs8bmrfkz,0.0,-50
12/13/2019,BBC News (UK),0.43,0.0,tyler peck drugs death mother guilty supply cruelty https tco yvejw71ugr,-0.891,-51
12/13/2019,BBC News (UK),0.472,0.0,pc andrew harper death teen denies manslaughter https tco 8hbzlbk5j7,-0.7717,-52
12/13/2019,BBC News (UK),1.0,0.0,bbcengland general election 2019 wedding ring found ballot bo https tco aw7z3po322,0.0,-53
12/13/2019,BBC News (UK),0.504,0.163,love island host caroline flack charged assault beating following incident london homehttps tco akphwbfo,-0.5267,-54
12/13/2019,BBC News (UK),0.9,0.0,bbcbreaking impeachment president donald trump gets closer inquiry panel sends charges house representatives vote https,-0.2732,-55
12/13/2019,BBC News (UK),0.853,0.147,bbcbreaking speaking outside downing street #ge2019 win uk pm boris johnson urges everyone find closure let h,0.5859,-56
12/13/2019,BBC News (UK),0.726,0.274,bbcpolitics thank trust placed us meuk pm boris johnson thanks voted conservative,0.8271,-57
12/13/2019,BBC News (UK),0.891,0.109,bbcpolitics jo swinson proud first woman lead liberal democrats prepares step party leader https tco z,0.4019,-58
12/13/2019,BBC News (UK),1.0,0.0,bbcspoengland test captain joe root left squad three t20 internationals south africamore https,0.0,-59
12/13/2019,BBC News (UK),0.808,0.192,bbcbreaking conservatives win #ge2019 majority 80 final seat declared #generalelectionresults #bbcelection https,0.5859,-60
12/13/2019,BBC News (UK),1.0,0.0,bbcpolitics conservatives hold st ives final seat declare #ge2019https tco dskfmgkyl #generalelectionresults #b,0.0,-61
12/13/2019,BBC News (UK),0.909,0.0,bbcpolitics bunty buckethead count binface candidates uk general election may missed tap,-0.296,-62
12/13/2019,BBC News (UK),0.823,0.111,bbcpolitics im deeply sorryrichard burgon says labour party takes full responsibility government amp fa,0.2748,-63
12/13/2019,BBC News (UK),0.522,0.157,love island host caroline flack charged assault beating following incident north london home https tco 9qqjgir4gf,-0.5267,-64
12/13/2019,BBC News (UK),0.811,0.189,bbcpolitics reflect regroup refreshoutgoing lib dem leader jo swinson says party must continue grow liber,0.5994,-65
12/13/2019,BBC News (UK),0.878,0.122,bbcpolitics hand may quivered ballot paper put cross conservative bouk pm boris johnson,0.4939,-66
12/13/2019,BBC News (UK),1.0,0.0,#ge2019 result actual votes questions https tco m2lz5os3p,0.0,-67
12/13/2019,BBC News (UK),1.0,0.0,#ge2019 five lessons social media election https tco 4ev1grw9p,0.0,-68
12/13/2019,BBC News (UK),1.0,0.0,bbcpolitics heres uk general election night unfolded tap epand https tco ws3qlwutqd #ge2019 #bbcelection https,0.0,-69
12/13/2019,BBC News (UK),1.0,0.0,jeremy corbyn everything could lead labour https tco hnpdehcgv,0.0,-70
12/13/2019,BBC News (UK),0.848,0.0,election taken ultimately breitlabour leader jeremy corbyn says obviously sad https tco jgwmjze6fk,-0.5256,-71
12/13/2019,BBC News (UK),0.845,0.0,olivia wilde actress say clint eastwood film richard jewell https tco cqvfhvave,-0.296,-72
12/13/2019,BBC News (UK),1.0,0.0,bbcnews snp leader nicola sturgeon says net week scottish government publish detailed democratic case second,0.0,-73
12/13/2019,BBC News (UK),1.0,0.0,snp leader nicola sturgeon says net week scottish government publish detailed democratic case https tco klav2aydvh,0.0,-74
12/13/2019,BBC News (UK),0.829,0.171,snp leader nicola sturgeon says partys electoral success incredible endorsement adding kind f https tco ngtlwvyzly,0.5719,-75
12/13/2019,BBC News (UK),1.0,0.0,bbcspojurgen klopp signed new liverpool deal details https tco bhchv4uwmm #lfc #liverpoolfc #bbcfootball #pl https,0.0,-76
12/13/2019,BBC News (UK),1.0,0.0,bbcpolitics epm david cameron congratulates boris johnson conservatives election victory adding result gives us,0.0,-77
12/13/2019,BBC News (UK),1.0,0.0,whats behind conservative victory https tco u8wacvu8fb #ge2019 #bbcelection,0.0,-78
12/13/2019,BBC News (UK),0.809,0.191,bbcworld europes press relieved wary #ge2019 result https tco iqdth0cnot,0.3818,-79
12/13/2019,BBC News (UK),1.0,0.0,bbcbreaking uk pm boris johnson travels buckingham palace ask queen form new government following conservatives v,0.0,-80
12/13/2019,BBC News (UK),1.0,0.0,bbcworld penis fish wash beach california https tco spttitqgn3,0.0,-81
12/13/2019,BBC News (UK),1.0,0.0,bbcsposteven gerrard signed new contract rangers details https tco imi7iywbmn #bbcfootball #rangersfc https tc,0.0,-82
12/13/2019,BBC News (UK),0.916,0.0,bbcpolitics lost two half million voters two years momentums national coordinator laura pa,-0.3182,-83
12/13/2019,BBC News (UK),0.823,0.0,hospital performance england drops new record worst waits aamp e hospital operations nhs f https tco ojme1hha0p,-0.6249,-84
12/13/2019,BBC News (UK),0.815,0.185,bbcworld eu carbon neutrality leaders agree 2050 target without poland https tco huzg112p7,0.3612,-85
12/13/2019,BBC News (UK),0.847,0.153,bbcpolitics conservatives win biggest majority since 1980s take look election results map britain find whats,0.5859,-86
12/13/2019,BBC News (UK),0.803,0.197,bbcpolitics labour party chairman ian lavery says fact went second referendum real issue labour party,0.6597,-87
12/13/2019,BBC News (UK),0.76,0.24,bbcpolitics conservatives win majority least 76 labours jeremy corbyn wont fight another election leader lib dem lead,0.717,-88
12/13/2019,BBC News (UK),0.901,0.0,lord buckethead wedding ring ballot bo #ge2019 moments might missedhttps tco maeripjsgw,-0.296,-89
12/13/2019,BBC News (UK),1.0,0.0,bbcpolitics questions #ge2019 resultweve got covered get touch https tco qwm7zjoou #bbcyourquestions #bbc,0.0,-90
12/13/2019,BBC News (UK),1.0,0.0,bbcelection result national result #bbcelection #ge2019 full results https tco tfomagcfsq https tco 1gb8h8gmvd,0.0,-91
12/13/2019,BBC News (UK),0.852,0.148,boris johnson says hell work night day repay trust voters leading conservatives historic el https tco zutrhqw8u,0.5106,-92
12/13/2019,BBC News (UK),0.881,0.0,bbcpolitics confused whats happened overnight #electioncasts adamfleming done allnighter bring #ge2019,-0.3182,-93
12/13/2019,BBC News (UK),0.649,0.351,lets get breit done first friends lets get breakfast doneprime minister boris johnson celebrates hi https tco omsn1gz8rd,0.8807,-94
12/13/2019,BBC News (UK),0.769,0.0,bbcbreaking election put end miserable threats second referendumuk pm boris johnson delivers,-0.7184,-95
12/13/2019,BBC News (UK),1.0,0.0,mandate majority last able asks boris johnsonget breit done c https tco 9c9mngtr3c,0.0,-96
12/13/2019,BBC News (UK),0.708,0.154,bbcpolitics today celebrate victory victory british people michael gove says voters rejected jeremy corbyns poli,0.1027,-97
12/13/2019,BBC News (UK),1.0,0.0,bbcpolitics net year durham miners gala notting hill carnival take place seats held conservative mps,0.0,-98
12/13/2019,BBC News (UK),0.899,0.0,bbcpolitics jeremy corbyn lead party future general electionlabour leader announces process reflection,-0.3089,-99
12/15/2019,CBS News,0.901,0.0,60minutes italian composer pianist spent years recovering songs written victims holocaust 60 minutes reports,-0.3182,100
12/15/2019,CBS News,1.0,0.0,freshman house democrats drafting amash serve impeachment manager https tco hwwynpbmvy https tco zwnwcbeeig,0.0,99
12/15/2019,CBS News,0.701,0.153,department stores struggle nordstrom makes play new york city https tco fcqnufjrc https tco cmvsp96oce,0.0258,98
12/15/2019,CBS News,1.0,0.0,almanac saving leaning tower pisa https tco c182vehgv8 https tco v7fqe3ufy3,0.0,97
12/15/2019,CBS News,1.0,0.0,mouth amp foot painting artists anything really possible https tco sh08g5e5wf https tco 1ze6pzqpfw,0.0,96
12/15/2019,CBS News,0.739,0.0,one five salvadorans moved us last 40 years fleeing gang violence poverty half th https tco hlgyqediw,-0.8126,95
12/15/2019,CBS News,0.776,0.0,harvey keitel uneasy relationship hollywood https tco 4iqhtivol1 https tco hrw5grda77,-0.3818,94
12/15/2019,CBS News,0.833,0.167,durbin urges mcconnell work schumer ensure proper impeachment trial https tco kkj8bvyjjq https tco uifv1e2irt,0.3818,93
12/15/2019,CBS News,0.766,0.136,candlelit vigil honor 26 victims shooting sandy hook elementary school newtown connecticut w https tco p2ddm23mei,0.2263,92
12/15/2019,CBS News,0.75,0.108,strangers find trapped inside store one goal get alive tell stories surv https tco j9pi2aulk1,-0.2023,91
12/15/2019,CBS News,0.783,0.217,greta thunberg apologizes wall comment https tco iwvfyjfat https tco vp23nh1eio,0.3612,90
12/15/2019,CBS News,0.763,0.145,cbssunday sesame street sally field earth wind amp fire linda ronstadt conductor michael tilson thomas honored duri,0.34,89
12/15/2019,CBS News,0.654,0.346,joe burrow wins 2019 heisman trophy https tco cvl9dat1 https tco mzwayqsf1,0.5719,88
